Sequence	KO
Blastobotrys_raffinofermentans_34669_x_lcl_flattened_line_26_c200616_199642_lcl_flattened_line_26_c200616_199642_ORF2605_flattened_line_26_200615_199641	NA
Blastobotrys_raffinofermentans_34669_x_lcl_flattened_line_48_6897_7913_lcl_flattened_line_48_6897_7913_ORF391_flattened_line_48_6896_7912	NA
Blastobotrys_serpentis_34667_x_lcl_flattened_line_126_c4708_3743_lcl_flattened_line_126_c4708_3743_ORF751_flattened_line_126_4707_3742	NA
Blastobotrys_serpentis_34667_x_lcl_flattened_line_6_362656_363618_lcl_flattened_line_6_362656_363618_ORF745_flattened_line_6_362655_363617	NA
Blastobotrys_serpentis_34667_x_lcl_flattened_line_82_c58447_57479_lcl_flattened_line_82_c58447_57479_ORF1471_flattened_line_82_58446_57478	NA
Botryozyma_nematodophila_34655_x_lcl_NODE_3706_length_1573_cov_5.53228_ID_7411_c1285_368_lcl_NODE_3706_length_1573_cov_5.53228_ID_7411_c1285_368_ORF4_NODE_3706_length_1573_cov_5.53228_ID_7411_1284_367	NA
Candida_incommunis_35244_x_lcl_NODE_3_length_1052257_cov_11.8842_ID_2282_c88779_87856_lcl_NODE_3_length_1052257_cov_11.8842_ID_2282_c88779_87856_ORF12178_NODE_3_length_1052257_cov_11.8842_ID_2282_88778_87855	NA
Candida_salmanticensis_35691_x_lcl_flattened_line_24_178354_179334_lcl_flattened_line_24_178354_179334_ORF365_flattened_line_24_178353_179333	NA
Candida_versatilis_x_gi_1002316099_dbj_BCJV01000003.1_c264586_263558_gi_1002316099_dbj_BCJV01000003.1_c264586_263558_ORF22165_1002316099_264585_263557	NA
Deakozyma_indianensis_34974_x_lcl_NODE_1_length_1396749_cov_23.5698_ID_1_c824953_824693_lcl_NODE_1_length_1396749_cov_23.5698_ID_1_c824953_824693_ORF18058_NODE_1_length_1396749_cov_23.5698_ID_1_824952_824692	NA
Deakozyma_indianensis_34974_x_lcl_NODE_1_length_1396749_cov_23.5698_ID_1_c826876_825953_lcl_NODE_1_length_1396749_cov_23.5698_ID_1_c826876_825953_ORF18053_NODE_1_length_1396749_cov_23.5698_ID_1_826875_825952	NA
Diddensiella_caesifluorescens_34660_x_lcl_NODE_1_length_2279773_cov_38.2437_ID_1_2032669_2033781_lcl_NODE_1_length_2279773_cov_38.2437_ID_1_2032669_2033781_ORF4162_NODE_1_length_2279773_cov_38.2437_ID_1_2032668_2033780	NA
Diddensiella_caesifluorescens_34660_x_lcl_NODE_21_length_140861_cov_39.8063_ID_41_c121010_120030_lcl_NODE_21_length_140861_cov_39.8063_ID_41_c121010_120030_ORF960_NODE_21_length_140861_cov_39.8063_ID_41_121009_120029	NA
Diddensiella_caesifluorescens_34660_x_lcl_NODE_4_length_800366_cov_39.2428_ID_7_252129_253097_lcl_NODE_4_length_800366_cov_39.2428_ID_7_252129_253097_ORF3889_NODE_4_length_800366_cov_39.2428_ID_7_252128_253096	NA
Lipomyces_arxii_34754_x_lcl_NODE_115_length_49180_cov_14.0186_ID_229_10852_10977_lcl_NODE_115_length_49180_cov_14.0186_ID_229_10852_10977_ORF23_NODE_115_length_49180_cov_14.0186_ID_229_10851_10976	NA
Lipomyces_arxii_34754_x_lcl_NODE_164_length_28353_cov_12.147_ID_327_c4729_3764_lcl_NODE_164_length_28353_cov_12.147_ID_327_c4729_3764_ORF419_NODE_164_length_28353_cov_12.147_ID_327_4728_3763	NA
Lipomyces_arxii_34754_x_lcl_NODE_191_length_21499_cov_12.7756_ID_381_15574_16125_lcl_NODE_191_length_21499_cov_12.7756_ID_381_15574_16125_ORF38_NODE_191_length_21499_cov_12.7756_ID_381_15573_16124	NA
Lipomyces_doorenjongii_34757_x_lcl_NODE_23_length_165425_cov_41.1239_ID_45_80400_81143_lcl_NODE_23_length_165425_cov_41.1239_ID_45_80400_81143_ORF903_NODE_23_length_165425_cov_41.1239_ID_45_80399_81142	NA
Lipomyces_japonicus_34758_x_lcl_flattened_line_161_c24250_23273_lcl_flattened_line_161_c24250_23273_ORF688_flattened_line_161_24249_23272	NA
Lipomyces_japonicus_34758_x_lcl_flattened_line_5_c243075_242452_lcl_flattened_line_5_c243075_242452_ORF3103_flattened_line_5_243074_242451	NA
Lipomyces_japonicus_34758_x_lcl_flattened_line_5_c243499_242966_lcl_flattened_line_5_c243499_242966_ORF2374_flattened_line_5_243498_242965	NA
Lipomyces_kononenkoae_34760_x_lcl_NODE_56_length_95309_cov_19.1379_ID_111_34159_35175_lcl_NODE_56_length_95309_cov_19.1379_ID_111_34159_35175_ORF90_NODE_56_length_95309_cov_19.1379_ID_111_34158_35174	NA
Lipomyces_kononenkoae_34760_x_lcl_NODE_73_length_55363_cov_21.1983_ID_145_21653_22213_lcl_NODE_73_length_55363_cov_21.1983_ID_145_21653_22213_ORF182_NODE_73_length_55363_cov_21.1983_ID_145_21652_22212	NA
Lipomyces_lipofer_34761_x_lcl_flattened_line_136_c23925_22963_lcl_flattened_line_136_c23925_22963_ORF1302_flattened_line_136_23924_22962	NA
Lipomyces_lipofer_34761_x_lcl_flattened_line_278_11503_12054_lcl_flattened_line_278_11503_12054_ORF32_flattened_line_278_11502_12053	NA
Lipomyces_lipofer_34761_x_lcl_flattened_line_48_c111302_110949_lcl_flattened_line_48_c111302_110949_ORF1287_flattened_line_48_111301_110948	NA
Lipomyces_mesembrius_34749_x_lcl_NODE_85_length_34281_cov_18.923_ID_169_32329_33120_lcl_NODE_85_length_34281_cov_18.923_ID_169_32329_33120_ORF94_NODE_85_length_34281_cov_18.923_ID_169_32328_33119	NA
Lipomyces_starkeyi_x_lcl_scaffold_1_129277_130242_lcl_scaffold_1_129277_130242_ORF264_scaffold_1_129276_130241	NA
Lipomyces_starkeyi_x_lcl_scaffold_13_c165633_165181_lcl_scaffold_13_c165633_165181_ORF10710_scaffold_13_165632_165180	NA
Lipomyces_starkeyi_x_lcl_scaffold_3_1656391_1656942_lcl_scaffold_3_1656391_1656942_ORF3885_scaffold_3_1656390_1656941	NA
Lipomyces_suomiensis_34742_x_lcl_NODE_31_length_123011_cov_21.5885_ID_61_c62300_61764_lcl_NODE_31_length_123011_cov_21.5885_ID_61_c62300_61764_ORF951_NODE_31_length_123011_cov_21.5885_ID_61_62299_61763	NA
Lipomyces_suomiensis_34742_x_lcl_NODE_7_length_563888_cov_21.4671_ID_13_225013_225258_lcl_NODE_7_length_563888_cov_21.4671_ID_13_225013_225258_ORF490_NODE_7_length_563888_cov_21.4671_ID_13_225012_225257	NA
Lipomyces_suomiensis_34742_x_lcl_NODE_7_length_563888_cov_21.4671_ID_13_225450_225980_lcl_NODE_7_length_563888_cov_21.4671_ID_13_225450_225980_ORF3056_NODE_7_length_563888_cov_21.4671_ID_13_225449_225979	NA
Metschnikowia_matae_x_lcl_mat_s433_c17717_17583_lcl_mat_s433_c17717_17583_ORF232_mat_s433_17716_17582	NA
Middelhovenomyces_tepae_35665_x_lcl_NODE_14_length_356149_cov_25.4901_ID_2492_c256661_255696_lcl_NODE_14_length_356149_cov_25.4901_ID_2492_c256661_255696_ORF3715_NODE_14_length_356149_cov_25.4901_ID_2492_256660_255695	NA
Ogataea_minuta_34902_x_lcl_NODE_163_length_339_cov_0.979839_ID_325_73_339_lcl_NODE_163_length_339_cov_0.979839_ID_325_73_339_ORF1_NODE_163_length_339_cov_0.979839_ID_325_72_338	NA
Ogataea_nitratoaversa_34636_x_lcl_flattened_line_62_105085_106104_lcl_flattened_line_62_105085_106104_ORF165_flattened_line_62_105084_106103	NA
Phaffomyces_opuntiae_35670_x_lcl_NODE_22_length_142085_cov_53.8417_ID_5899_c3066_2746_lcl_NODE_22_length_142085_cov_53.8417_ID_5899_c3066_2746_ORF1234_NODE_22_length_142085_cov_53.8417_ID_5899_3065_2745	NA
Spencermartinsiella_europaea_34605_x_lcl_NODE_22_length_248937_cov_28.0058_ID_43_c168649_167666_lcl_NODE_22_length_248937_cov_28.0058_ID_43_c168649_167666_ORF2920_NODE_22_length_248937_cov_28.0058_ID_43_168648_167665	NA
Spencermartinsiella_europaea_34605_x_lcl_NODE_32_length_166735_cov_34.256_ID_63_80178_81257_lcl_NODE_32_length_166735_cov_34.256_ID_63_80178_81257_ORF932_NODE_32_length_166735_cov_34.256_ID_63_80177_81256	NA
Spencermartinsiella_europaea_34605_x_lcl_NODE_40_length_112643_cov_36.2668_ID_79_83502_84413_lcl_NODE_40_length_112643_cov_36.2668_ID_79_83502_84413_ORF724_NODE_40_length_112643_cov_36.2668_ID_79_83501_84412	NA
Spencermartinsiella_europaea_34605_x_lcl_NODE_40_length_112643_cov_36.2668_ID_79_85979_86890_lcl_NODE_40_length_112643_cov_36.2668_ID_79_85979_86890_ORF486_NODE_40_length_112643_cov_36.2668_ID_79_85978_86889	NA
Spencermartinsiella_europaea_34605_x_lcl_NODE_40_length_112643_cov_36.2668_ID_79_87176_88102_lcl_NODE_40_length_112643_cov_36.2668_ID_79_87176_88102_ORF488_NODE_40_length_112643_cov_36.2668_ID_79_87175_88101	NA
Sugiyamaella_lignohabitans_x_lcl_CP014501.1_2950019_2950909_lcl_CP014501.1_2950019_2950909_ORF19459_CP014501.1_2950018_2950908	NA
Sugiyamaella_lignohabitans_x_lcl_CP014501.1_c4876572_4875643_lcl_CP014501.1_c4876572_4875643_ORF66623_CP014501.1_4876571_4875642	NA
Sugiyamaella_lignohabitans_x_lcl_CP014503.1_4422009_4423004_lcl_CP014503.1_4422009_4423004_ORF30502_CP014503.1_4422008_4423003	NA
Tortispora_caseinolytica_x_lcl_scaffold_3_c154254_153241_lcl_scaffold_3_c154254_153241_ORF26890_scaffold_3_154253_153240	NA
Tortispora_ganteri_35654_x_lcl_flattened_line_22_c153104_152145_lcl_flattened_line_22_c153104_152145_ORF1535_flattened_line_22_153103_152144	NA
Trigonopsis_variabilis_35650_x_lcl_NODE_11_length_507231_cov_47.8977_ID_2584_c283761_283447_lcl_NODE_11_length_507231_cov_47.8977_ID_2584_c283761_283447_ORF3929_NODE_11_length_507231_cov_47.8977_ID_2584_283760_283446	NA
Trigonopsis_variabilis_35650_x_lcl_NODE_11_length_507231_cov_47.8977_ID_2584_c284439_283804_lcl_NODE_11_length_507231_cov_47.8977_ID_2584_c284439_283804_ORF3928_NODE_11_length_507231_cov_47.8977_ID_2584_284438_283803	NA
Trigonopsis_vinaria_35282_x_lcl_NODE_4_length_684481_cov_27.1247_ID_2120_642618_643238_lcl_NODE_4_length_684481_cov_27.1247_ID_2120_642618_643238_ORF4305_NODE_4_length_684481_cov_27.1247_ID_2120_642617_643237	NA
Trigonopsis_vinaria_35282_x_lcl_NODE_4_length_684481_cov_27.1247_ID_2120_643277_643594_lcl_NODE_4_length_684481_cov_27.1247_ID_2120_643277_643594_ORF2885_NODE_4_length_684481_cov_27.1247_ID_2120_643276_643593	NA
Yarrowia_bubula_35643_x_lcl_flattened_line_59_153566_154591_lcl_flattened_line_59_153566_154591_ORF776_flattened_line_59_153565_154590	NA
Yarrowia_deformans_x_gi_1002317472_dbj_BCIW01000017.1_433351_434382_gi_1002317472_dbj_BCIW01000017.1_433351_434382_ORF1045_1002317472_433350_434381	NA
Yarrowia_divulgata_35645_x_lcl_flattened_line_191_c37860_36889_lcl_flattened_line_191_c37860_36889_ORF660_flattened_line_191_37859_36888	NA
Yarrowia_keelungensis_x_gi_1002317711_dbj_BCJD01000004.1_976719_977699_gi_1002317711_dbj_BCJD01000004.1_976719_977699_ORF13341_1002317711_976718_977698	NA
Yarrowia_lipolytica_x_lcl_YALI0F_2482991_2483962_lcl_YALI0F_2482991_2483962_ORF15471_YALI0F_2482990_2483961	NA
Zygoascus_meyerae_35243_x_lcl_NODE_8_length_668598_cov_18.9487_ID_973_453084_454166_lcl_NODE_8_length_668598_cov_18.9487_ID_973_453084_454166_ORF3612_NODE_8_length_668598_cov_18.9487_ID_973_453083_454165	NA
Zygoascus_ofunaensis_35242_x_lcl_NODE_2_length_1600885_cov_16.5161_ID_3305_c230800_229631_lcl_NODE_2_length_1600885_cov_16.5161_ID_3305_c230800_229631_ORF12889_NODE_2_length_1600885_cov_16.5161_ID_3305_230799_229630	NA
Candida_azyma_35286_x_lcl_NODE_18_length_229513_cov_16.7971_ID_2869_48493_48699_lcl_NODE_18_length_229513_cov_16.7971_ID_2869_48493_48699_ORF80_NODE_18_length_229513_cov_16.7971_ID_2869_48492_48698	NA
Kazachstania_solicola_yHAB159_x_lcl_scf7180000046319_132157_132519_lcl_scf7180000046319_132157_132519_ORF203_scf7180000046319_132156_132518	NA
Kluyveromyces_lactis_x_lcl_CR382122_478200_478634_lcl_CR382122_478200_478634_ORF6031_CR382122_478199_478633	NA
Meyerozyma_guilliermondii_x_lcl_NW_001809799.1_c1863787_1863488_lcl_NW_001809799.1_c1863787_1863488_ORF13104_NW_001809799.1_1863786_1863487	NA
Nakaseomyces_nivariensis_x_lcl_CANI0S17_138976_139227_lcl_CANI0S17_138976_139227_ORF241_CANI0S17_138975_139226	NA
Saccharomycopsis_capsularis_34607_x_lcl_flattened_line_142_c9104_8901_lcl_flattened_line_142_c9104_8901_ORF433_flattened_line_142_9103_8900	NA
Citeromyces_siamensis_34952_x_lcl_scf7180000056981_c204_1_lcl_scf7180000056981_c204_1_ORF15_scf7180000056981_203_0	NA
Cyberlindnera_americana_35703_x_lcl_NODE_19_length_227830_cov_99.5677_ID_3649_191688_191780_lcl_NODE_19_length_227830_cov_99.5677_ID_3649_191688_191780_ORF1359_NODE_19_length_227830_cov_99.5677_ID_3649_191687_191779	NA
Kodamaea_laetipori_34665_x_lcl_NODE_20_length_154717_cov_20.4798_ID_39_c55341_55090_lcl_NODE_20_length_154717_cov_20.4798_ID_39_c55341_55090_ORF1355_NODE_20_length_154717_cov_20.4798_ID_39_55340_55089	NA
Martiniozyma_abiesophila_34631_x_lcl_NODE_1070_length_3000_cov_8.39317_ID_225941_c236_3_lcl_NODE_1070_length_3000_cov_8.39317_ID_225941_c236_3_ORF17_NODE_1070_length_3000_cov_8.39317_ID_225941_235_2	NA
Martiniozyma_abiesophila_34631_x_lcl_NODE_4724_length_761_cov_14.0623_ID_354295_c404_3_lcl_NODE_4724_length_761_cov_14.0623_ID_354295_c404_3_ORF3_NODE_4724_length_761_cov_14.0623_ID_354295_403_2	NA
Metschnikowia_cerradonensis_x_lcl_cer_s708_c15977_15717_lcl_cer_s708_c15977_15717_ORF463_cer_s708_15976_15716	NA
Metschnikowia_drakensbergensis_x_lcl_draA_s74_c389159_388917_lcl_draA_s74_c389159_388917_ORF4700_draA_s74_389158_388916	NA
Metschnikowia_proteae_x_lcl_proT_s25_c261723_261484_lcl_proT_s25_c261723_261484_ORF2724_proT_s25_261722_261483	NA
Ogataea_henricii_26124_x_lcl_flattened_line_56_128569_128811_lcl_flattened_line_56_128569_128811_ORF303_flattened_line_56_128568_128810	NA
Saccharomycopsis_capsularis_34607_x_lcl_flattened_line_142_c8815_8657_lcl_flattened_line_142_c8815_8657_ORF527_flattened_line_142_8814_8656	NA
Candida_athensensis_34632_x_lcl_NODE_3_length_1063087_cov_13.4636_ID_5_c967692_966808_lcl_NODE_3_length_1063087_cov_13.4636_ID_5_c967692_966808_ORF9343_NODE_3_length_1063087_cov_13.4636_ID_5_967691_966807	NA
Candida_carpophila_x_gi_1002316129_dbj_BCGK01000001.1_c1807134_1806250_gi_1002316129_dbj_BCGK01000001.1_c1807134_1806250_ORF17188_1002316129_1807133_1806249	NA
Candida_heveicola_35707_x_lcl_flattened_line_6_c767973_767104_lcl_flattened_line_6_c767973_767104_ORF11854_flattened_line_6_767972_767103	NA
Candida_orthopsilosis_x_lcl_NC_018301.1_8640_9527_lcl_NC_018301.1_8640_9527_ORF3549_NC_018301.1_8639_9526	NA
Citeromyces_siamensis_34952_x_lcl_scf7180000054959_749_991_lcl_scf7180000054959_749_991_ORF8_scf7180000054959_748_990	NA
Metschnikowia_bicuspidata_x_lcl_scaffold_2_c2451371_2451132_lcl_scaffold_2_c2451371_2451132_ORF28764_scaffold_2_2451370_2451131	NA
Metschnikowia_borealis_x_lcl_bor+_s879_c1837_1505_lcl_bor+_s879_c1837_1505_ORF36_bor+_s879_1836_1504	NA
Meyerozyma_caribbica_35662_x_lcl_NODE_15_length_185063_cov_26.2943_ID_1655_102375_103259_lcl_NODE_15_length_185063_cov_26.2943_ID_1655_102375_103259_ORF1009_NODE_15_length_185063_cov_26.2943_ID_1655_102374_103258	NA
Meyerozyma_guilliermondii_x_lcl_NW_001809799.1_c1863507_1862911_lcl_NW_001809799.1_c1863507_1862911_ORF17459_NW_001809799.1_1863506_1862910	NA
Yamadazyma_nakazawae_35252_x_lcl_NODE_1_length_754808_cov_12.3332_ID_9967_c313049_312162_lcl_NODE_1_length_754808_cov_12.3332_ID_9967_c313049_312162_ORF4776_NODE_1_length_754808_cov_12.3332_ID_9967_313048_312161	NA
Lipomyces_kononenkoae_34760_x_lcl_NODE_132_length_15458_cov_24.1074_ID_263_454_756_lcl_NODE_132_length_15458_cov_24.1074_ID_263_454_756_ORF3_NODE_132_length_15458_cov_24.1074_ID_263_453_755	NA
Lipomyces_starkeyi_x_lcl_scaffold_16_c638769_638590_lcl_scaffold_16_c638769_638590_ORF5941_scaffold_16_638768_638589	NA
Blastobotrys_proliferans_34670_x_lcl_NODE_73_length_74869_cov_14.3415_ID_145_61390_61722_lcl_NODE_73_length_74869_cov_14.3415_ID_145_61390_61722_ORF139_NODE_73_length_74869_cov_14.3415_ID_145_61389_61721	NA
Lipomyces_arxii_34754_x_lcl_NODE_192_length_21431_cov_13.4539_ID_383_c17659_17435_lcl_NODE_192_length_21431_cov_13.4539_ID_383_c17659_17435_ORF213_NODE_192_length_21431_cov_13.4539_ID_383_17658_17434	NA
Lipomyces_arxii_34754_x_lcl_NODE_36_length_135873_cov_11.6034_ID_71_c134974_134756_lcl_NODE_36_length_135873_cov_11.6034_ID_71_c134974_134756_ORF1565_NODE_36_length_135873_cov_11.6034_ID_71_134973_134755	NA
Lipomyces_doorenjongii_34757_x_lcl_NODE_21_length_198108_cov_39.0493_ID_41_c23429_23214_lcl_NODE_21_length_198108_cov_39.0493_ID_41_c23429_23214_ORF2110_NODE_21_length_198108_cov_39.0493_ID_41_23428_23213	NA
Lipomyces_japonicus_34758_x_lcl_flattened_line_131_23037_23231_lcl_flattened_line_131_23037_23231_ORF369_flattened_line_131_23036_23230	NA
Lipomyces_kononenkoae_34760_x_lcl_NODE_102_length_28203_cov_23.3702_ID_203_23339_23584_lcl_NODE_102_length_28203_cov_23.3702_ID_203_23339_23584_ORF127_NODE_102_length_28203_cov_23.3702_ID_203_23338_23583	NA
Lipomyces_kononenkoae_34760_x_lcl_NODE_130_length_16087_cov_18.149_ID_259_c13226_12834_lcl_NODE_130_length_16087_cov_18.149_ID_259_c13226_12834_ORF223_NODE_130_length_16087_cov_18.149_ID_259_13225_12833	NA
Lipomyces_kononenkoae_34760_x_lcl_NODE_24_length_201069_cov_18.7772_ID_47_135334_135576_lcl_NODE_24_length_201069_cov_18.7772_ID_47_135334_135576_ORF344_NODE_24_length_201069_cov_18.7772_ID_47_135333_135575	NA
Lipomyces_lipofer_34761_x_lcl_flattened_line_0_229014_229196_lcl_flattened_line_0_229014_229196_ORF2804_flattened_line_0_229013_229195	NA
Lipomyces_lipofer_34761_x_lcl_flattened_line_0_c254106_253924_lcl_flattened_line_0_c254106_253924_ORF6218_flattened_line_0_254105_253923	NA
Lipomyces_lipofer_34761_x_lcl_flattened_line_138_66998_67243_lcl_flattened_line_138_66998_67243_ORF382_flattened_line_138_66997_67242	NA
Lipomyces_lipofer_34761_x_lcl_flattened_line_176_10981_11421_lcl_flattened_line_176_10981_11421_ORF28_flattened_line_176_10980_11420	NA
Lipomyces_mesembrius_34749_x_lcl_NODE_25_length_224029_cov_16.3037_ID_49_c15490_15269_lcl_NODE_25_length_224029_cov_16.3037_ID_49_c15490_15269_ORF2124_NODE_25_length_224029_cov_16.3037_ID_49_15489_15268	NA
Lipomyces_mesembrius_34749_x_lcl_NODE_67_length_60484_cov_17.8945_ID_133_41853_42254_lcl_NODE_67_length_60484_cov_17.8945_ID_133_41853_42254_ORF393_NODE_67_length_60484_cov_17.8945_ID_133_41852_42253	NA
Lipomyces_starkeyi_x_lcl_scaffold_13_641283_641594_lcl_scaffold_13_641283_641594_ORF5109_scaffold_13_641282_641593	NA
Lipomyces_starkeyi_x_lcl_scaffold_5_302945_303412_lcl_scaffold_5_302945_303412_ORF4442_scaffold_5_302944_303411	NA
Lipomyces_starkeyi_x_lcl_scaffold_9_279010_279414_lcl_scaffold_9_279010_279414_ORF652_scaffold_9_279009_279413	NA
Aciculoconidium_aculeatum_34654_x_lcl_NODE_19_length_260818_cov_32.8456_ID_37_194670_195707_lcl_NODE_19_length_260818_cov_32.8456_ID_37_194670_195707_ORF1155_NODE_19_length_260818_cov_32.8456_ID_37_194669_195706	NA
Alloascoidea_hylecoeti_x_gi_1002318356_dbj_BCKZ01000027.1_c264522_263554_gi_1002318356_dbj_BCKZ01000027.1_c264522_263554_ORF1970_1002318356_264521_263553	NA
Alloascoidea_hylecoeti_x_gi_1002318359_dbj_BCKZ01000024.1_266907_267929_gi_1002318359_dbj_BCKZ01000024.1_266907_267929_ORF1366_1002318359_266906_267928	NA
Alloascoidea_hylecoeti_x_gi_1002318365_dbj_BCKZ01000018.1_402313_402855_gi_1002318365_dbj_BCKZ01000018.1_402313_402855_ORF615_1002318365_402312_402854	NA
Alloascoidea_hylecoeti_x_gi_1002318375_dbj_BCKZ01000008.1_490364_491491_gi_1002318375_dbj_BCKZ01000008.1_490364_491491_ORF2526_1002318375_490363_491490	NA
Alloascoidea_hylecoeti_x_gi_1002318378_dbj_BCKZ01000005.1_294096_295136_gi_1002318378_dbj_BCKZ01000005.1_294096_295136_ORF4353_1002318378_294095_295135	NA
Alloascoidea_hylecoeti_x_gi_1002318378_dbj_BCKZ01000005.1_296364_297404_gi_1002318378_dbj_BCKZ01000005.1_296364_297404_ORF4355_1002318378_296363_297403	NA
Alloascoidea_hylecoeti_x_gi_1002318378_dbj_BCKZ01000005.1_c100576_99539_gi_1002318378_dbj_BCKZ01000005.1_c100576_99539_ORF11731_1002318378_100575_99538	NA
Alloascoidea_hylecoeti_x_gi_1002318381_dbj_BCKZ01000002.1_1020524_1021585_gi_1002318381_dbj_BCKZ01000002.1_1020524_1021585_ORF4539_1002318381_1020523_1021584	NA
Ambrosiozyma_ambrosiae_26137_x_lcl_flattened_line_22_352448_353506_lcl_flattened_line_22_352448_353506_ORF1117_flattened_line_22_352447_353505	NA
Ambrosiozyma_ambrosiae_26137_x_lcl_flattened_line_54_c25901_24828_lcl_flattened_line_54_c25901_24828_ORF1455_flattened_line_54_25900_24827	NA
Ambrosiozyma_kashinagacola_x_gi_1002316247_dbj_BCGA01000010.1_c116002_114947_gi_1002316247_dbj_BCGA01000010.1_c116002_114947_ORF4245_1002316247_116001_114946	NA
Ambrosiozyma_kashinagacola_x_gi_1002316254_dbj_BCGA01000003.1_c1462613_1461489_gi_1002316254_dbj_BCGA01000003.1_c1462613_1461489_ORF13416_1002316254_1462612_1461488	NA
Ambrosiozyma_kashinagacola_x_gi_1002316256_dbj_BCGA01000001.1_1085863_1086882_gi_1002316256_dbj_BCGA01000001.1_1085863_1086882_ORF1798_1002316256_1085862_1086881	NA
Ambrosiozyma_monospora_x_gi_1002318505_dbj_BCIP01000056.1_87256_88311_gi_1002318505_dbj_BCIP01000056.1_87256_88311_ORF163_1002318505_87255_88310	NA
Ambrosiozyma_monospora_x_gi_1002318549_dbj_BCIP01000012.1_121258_122313_gi_1002318549_dbj_BCIP01000012.1_121258_122313_ORF277_1002318549_121257_122312	NA
Ambrosiozyma_monospora_x_gi_1002318558_dbj_BCIP01000003.1_91378_92370_gi_1002318558_dbj_BCIP01000003.1_91378_92370_ORF214_1002318558_91377_92369	NA
Ambrosiozyma_monospora_x_gi_1002318558_dbj_BCIP01000003.1_99147_100103_gi_1002318558_dbj_BCIP01000003.1_99147_100103_ORF4425_1002318558_99146_100102	NA
Ambrosiozyma_oregonensis_34946_x_lcl_NODE_14_length_343809_cov_90.6169_ID_27_c222363_221308_lcl_NODE_14_length_343809_cov_90.6169_ID_27_c222363_221308_ORF1657_NODE_14_length_343809_cov_90.6169_ID_27_222362_221307	NA
Ambrosiozyma_oregonensis_34946_x_lcl_NODE_24_length_208480_cov_68.3436_ID_47_176313_177281_lcl_NODE_24_length_208480_cov_68.3436_ID_47_176313_177281_ORF889_NODE_24_length_208480_cov_68.3436_ID_47_176312_177280	NA
Ambrosiozyma_oregonensis_34946_x_lcl_NODE_6_length_511637_cov_80.4519_ID_11_283030_283995_lcl_NODE_6_length_511637_cov_80.4519_ID_11_283030_283995_ORF399_NODE_6_length_511637_cov_80.4519_ID_11_283029_283994	NA
Ambrosiozyma_oregonensis_34946_x_lcl_NODE_8_length_454298_cov_69.0551_ID_15_c46750_45611_lcl_NODE_8_length_454298_cov_69.0551_ID_15_c46750_45611_ORF3228_NODE_8_length_454298_cov_69.0551_ID_15_46749_45610	NA
Ambrosiozyma_philentoma_34947_x_lcl_NODE_13_length_488124_cov_36.1311_ID_25_c260733_259675_lcl_NODE_13_length_488124_cov_36.1311_ID_25_c260733_259675_ORF2797_NODE_13_length_488124_cov_36.1311_ID_25_260732_259674	NA
Ambrosiozyma_philentoma_34947_x_lcl_NODE_16_length_388715_cov_37.2944_ID_31_353602_354675_lcl_NODE_16_length_388715_cov_37.2944_ID_31_353602_354675_ORF562_NODE_16_length_388715_cov_37.2944_ID_31_353601_354674	NA
